pathway	10M_3	11M_7	12M_5	13M_2	14M_4	15M_1	16M_3	17M_7	18M_6	19M_1	20M_2	21M_5	22M_4	23M_6	24M_5	25M_2	26M_4	27M_1	28M_3	29M_7	2M_3	30M_1	31M_6	32M_7	33M_3	34M_4	35M_5	36M_2	37M_7	38M_1	39M_6	3M_2	40M_5	41M_3	42M_4	43M_2	44M_7	45M_6	46M_5	47M_3	48M_1	49M_2	4M_4	50M_4	51M_7	52M_6	53M_3	54M_2	55M_5	56M_1	57M_4	58M_2	59M_3	5M_6	60M_6	61M_1	62M_4	63M_5	64M_7	65M_2	66M_1	67M_5	68M_3	69M_7	6M_1	70M_6	71M_4	7M_7	8M_5	9M_6
P184-PWY	0.0	87.51352348156539	100.84763125084834	50.04790114241205	10.624564833100502	317.59621612522193	55.07639678502014	38.04318842044633	0.0	72.13151854798704	0.0	0.0	12.722329526939614	0.0	59.612516749482026	130.80801982908272	33.13509563001226	49.57169510883151	27.364361728880517	0.0	21.807321206622532	59.118924831965884	39.32267414371684	0.0	22.632988743712293	77.5995054335028	12.505650191805637	82.10118626126305	6.665724263741825	293.35162683513073	14.057169433765543	39.24402402405844	23.807039764422957	0.0	52.435808229049066	21.626778850200427	10.497471126689328	27.994024193479543	33.28575171250359	0.0	97.36949212350311	4.5898894349197406	0.0	0.0	10.181219986808866	0.0	12.167409394308198	33.863412340591545	65.55968638050382	0.0	11.453684839271558	0.0	0.0	7.982734648116844	41.145832906512354	67.5799387257024	62.50134215364646	0.0	24.45001269284029	16.543197944864435	123.96495341392904	0.0	0.0	0.0	223.49225132424976	9.331717491388067	0.0	91.8035974025772	42.80083465849475	12.829504190859591
P221-PWY	2.6533741381742093	287.872740653792	47.52070107997815	67.48178349635766	14.290846623517881	166.4218583179424	5.65724051944637	31.915493452165805	15.166540634868095	576.4900226625065	29.714586109692636	29.441263959171238	109.00101577850191	11.135725314587889	19.73439915517931	262.16876688664775	116.04770738592134	165.1739455288024	0.0	103.79795345261734	121.3954250647145	77.16147236554156	43.99696174767983	23.560072804458514	43.58529172054845	29.396098457082715	35.6490552363278	49.02565870933653	22.168034481049848	467.56672135069033	15.80625662071791	190.36968779829004	19.48134938477037	18.45561696598613	168.55324612400403	3.977009182559277	9.946322625563232	103.73758376558872	72.2512589197735	36.99718791752635	71.19090867819736	15.802063761357704	0.0	7.921114384988738	22.29271152701319	7.598377174008453	37.083041239244366	180.4520765620841	149.32219857993798	13.92647046396609	7.802954725260689	7.978167245097101	2.656492013986032	33.664585367378194	36.029425655808446	178.5602836468481	84.89921598936203	5.938481380415103	88.46542823436	31.778654808367975	185.8345971665151	0.0	0.0	4.648414081773116	447.1759239938584	9.109588196295167	4.279711760644244	24.24984046201496	85.906582993572	39.621271626308086
P23-PWY	534.6482404541289	4150.671722021279	4183.736279850909	3820.622688459847	282.5019004181611	7412.06700750147	5745.767617128583	4812.977123275208	826.2759615419607	5680.39930642234	1307.7098560619563	423.0992385380683	686.451096944912	200.77387799456545	774.3709052544551	3422.4562032504364	884.663549163254	4132.605138232533	877.0275900627028	523.487292513703	3778.3207435241675	3145.674881014606	412.97240914337664	557.4751004144761	635.3979846071235	741.0816937971152	644.9158609700105	2308.378299048025	880.4072228456164	5675.930690005884	530.3377426671362	8560.41602531314	2270.8266743686186	1708.6251523111391	1879.2341190214645	115.74412986391854	651.6593306096742	1871.3753339921004	1477.5652585541754	643.4908654505007	1265.6186514512915	423.9062519750338	106.31555593627556	266.82911430735214	1605.1613770716708	371.6357188214257	672.6182074888875	3395.8514104779388	1420.9728589292495	1994.4680760885226	100.41616316000507	766.7247953993252	1211.7962548320584	1178.4395283434098	772.7701993663853	6587.631405190798	764.5363136552764	638.3033282265723	3575.2001042584484	1312.1752996193295	3586.133475004393	72.88600921221216	334.9145792725568	295.6550166321685	9967.747063199482	304.94025963118133	70.4032184752647	3502.22582102441	2629.631733377814	181.9424266243632
P261-PWY	0.0	7.772916379871161	0.0	0.0	4.3622196369145865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.300183262064753	6.931520760958639	0.0	0.0	0.0	3.8066510821205037	0.0	0.0	0.0	0.0	0.0	10.090892931208154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.085508674627002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.701908102522305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.641076111657874	0.0
P281-PWY	9.060481747998958	88.93848801919573	222.6209246125003	583.328154973757	509.31515494767416	1906.212645370448	522.0387241463459	105.74128935506664	67.60621805300299	150.06549780365373	417.3052583658704	68.37067570771055	25.803442646510668	60.816942270058696	193.67200210437647	413.1982341556369	173.61664528326077	297.3834391797121	119.91942412689426	17.686546666422515	458.27081525319625	28.75470929847573	1249.3190203499914	33.131699541608405	108.14153298736622	99.19508402495455	36.08271668339741	113.06234417799948	36.26261966073629	350.63527749447854	17.07842208428389	690.3054617422086	1713.6855565155379	642.538449364382	866.3911956045464	65.09019424514281	8.118056438123945	236.5084556486303	931.0680504884897	1570.5038761137555	187.86787184417057	7.880724174653887	1585.7874752146522	19.34447148070891	2340.8148246954447	991.9790569662647	0.0	137.95523776642048	30.15315293706282	286.29066227212405	260.1321782406518	20.060191649555097	3109.55908830181	13.563533732792825	49.43846082920876	90.26988884678443	516.1769057227717	304.1462566858026	665.2415064021668	508.14581623725275	527.5823297015297	6.57	0.0	9.52178359904808	155.0650111495921	18.675331506737674	0.0	87.28724389895086	108.54289410161422	1712.0663877407744
P381-PWY	0.0	591.5662945148438	0.0	263.7505649128621	19.2126981099978	0.0	362.4409216654722	218.24038231911715	27.963314475095	990.957072990289	139.92299989168592	64.92646611261141	127.99076370941147	15.136265891060466	46.668677475066005	287.903803712266	104.53592094881914	415.3702975140128	0.0	69.6586356312586	192.68575068224604	358.4438107733556	0.0	78.5460950997643	148.46194380891728	252.4823235622045	71.11521634441203	119.72912973803686	0.0	584.8431927918884	32.02685916395029	364.78807649750644	113.9796475631279	45.148622589763086	215.36518747364065	0.0	14.974192484726576	225.63245058714577	142.2665719202466	0.0	89.11362483372558	0.0	0.0	0.0	0.0	48.01816013045799	69.32435890556641	226.28998370667858	177.6984223211086	13.01738508199364	0.0	47.95242509130505	0.0	50.107478564191815	82.12104251040891	239.18089297161646	94.2049811628865	0.0	40.58209787345782	11.57416585188001	29.946108485481364	0.0	10.37007360373332	24.069067993593105	1213.904720107914	0.0	0.0	51.47383798515924	290.39487832872527	0.0
P4-PWY	1638.0891243658014	5966.5530050688685	4111.861552155838	5849.372309818549	2769.1897106999977	11084.259998588532	8994.68966468728	6721.112272363364	1923.0039010220578	6884.18943608171	3883.841081414684	1011.08974531424	1245.99565297052	991.9579404481182	1797.3465889781653	6216.994485274885	2355.1477103496995	7908.835353407438	1209.5810423477199	1664.3083269975132	7298.680565257006	8202.55072140766	8044.643817833434	1310.7275894679801	1611.2805499682065	1530.2044311458408	1223.3287940297776	2879.1954543645747	1337.043441575638	6744.453384740679	731.3460211368595	12710.769605226847	9565.942089770693	5421.068047364162	4536.356580866532	1002.3244491851264	1280.9809686233627	3413.1404820139874	4571.411317348514	6321.507612122394	2458.1607254923574	719.5105502021548	5232.820584973069	678.2703856588474	10132.422823636314	6077.952000664196	1612.150494161208	4998.083013575844	2457.6878636742263	2490.840733650195	1755.1029614542178	1542.4261040462045	9606.053325738094	1798.834644204869	1783.52789939507	5861.4879476277065	3818.1832575546828	2434.211832917053	6943.0876570086375	4039.3836259384593	10513.02850269008	144.7593315214187	706.538669627771	2504.454403500358	11101.519686521708	558.9578644388242	397.6862341909871	4936.949329006614	7408.380502149622	6697.083636863669
P42-PWY	627.9064463723191	7628.7067946843035	11865.023369229286	3078.1770503156235	1506.9410085234047	6095.879988357435	6043.698387237061	5109.678164494313	938.233265535002	4549.293205624641	1277.110259924666	619.9580455662123	638.6176238183226	330.4161761086823	791.8597676664853	2650.1100203205892	1218.0585725568303	5133.305574652036	957.8169918139337	658.20278967347	4661.026476662624	2940.65575724003	2819.347091989488	604.2405630052438	689.1844753343032	1093.1536567302828	596.6312235759472	1954.6096745483746	1278.2128777351295	4742.20270968768	1029.7043903207875	9461.550848142737	4950.0023432319895	2161.5363152879736	2247.6111649219024	219.18187019433356	987.2243162498964	2120.8886707640136	1270.7862020989871	957.3612082825579	1285.416369350113	653.5546738986361	1902.0611485602715	351.15864797591513	5527.180670656614	1816.5797180046184	779.5050191250605	5131.11283047508	1701.0947821470068	1634.7983024742928	679.9881619615904	2522.6823692097214	6015.658544751379	1200.5787333244066	872.3693592813223	5763.7373539055825	1616.5570308014003	1092.6323591793712	3873.524792200842	1762.0923213304432	3829.555808609567	303.652742468399	422.137242948707	644.2825963102941	8534.210116006927	289.61602350319106	67.38744550993385	3651.904666315641	5179.149173932703	1514.4890333357075
P441-PWY	21901.14944102519	39606.76331477364	35760.28182202626	33587.49615230288	46421.12614930377	43539.75129367025	42808.39477866357	40580.70454783078	26432.895241529568	40855.6002080453	26910.239407235407	37185.54058718105	7672.009587078847	6557.669398805882	33584.84416061386	21146.677685631723	28408.668893675032	33191.533512641814	18022.293338105235	22330.710785021427	32450.293065530634	43161.96366033995	39963.705625187424	19521.47955605556	33457.400347554256	23553.12946784259	26568.44021601848	51766.35630910842	7841.916093983065	53996.265964466715	23589.48405757773	31981.95346023373	41876.611282090904	36377.21528106431	16780.036157564464	11386.512771253922	11497.971850438043	48136.763731448984	17353.632963710137	22345.41038236744	28899.390357025775	16388.101650360608	17832.81486253358	56218.96308225434	40053.44666835139	36616.01065589978	43443.641667952856	57326.61269258034	15282.238615836533	26913.32954190444	46023.1452347799	31989.387920310128	29428.395655636206	26105.24147140355	26070.60699378062	49946.78953386866	32355.352253774494	30165.021334734538	44061.60144796866	42701.53881895077	52183.47791546767	3863.713176134621	38759.38944411541	10348.762728715295	57431.23290617766	19170.595847933368	14943.033492990064	35151.49941650987	38742.076826259254	22137.927361107835
P461-PWY	15202.940738980247	29980.26991332693	18714.19843362825	25056.736207912818	52545.332906633324	31989.65328972748	30033.876307207465	28452.94115662507	17953.775791720753	24773.526504561913	20567.627401662714	32708.749911095743	5740.872527927387	4059.0519074836493	24399.228241203073	13090.06512620507	23520.58716026366	25824.047155554705	13429.97978409406	14382.035387754186	28131.470725657327	33883.81896345306	32096.99866253142	13340.637944221435	29273.373733964272	16240.901048185839	17708.178500914986	37574.40948736019	5293.096938254333	39801.27630779409	16820.348509414653	23882.226716192694	36913.788323836394	28603.630214570516	10416.16944294991	7082.15584361292	9141.985164979096	35046.6261152426	9290.12622045889	11697.1431329567	22361.973818814073	10378.582487433483	13583.441357896623	56460.490009452056	36988.68510319476	24485.17772555071	28232.096573350635	39719.85455045714	10171.82140686668	20178.42120900582	41455.52055125283	24501.197311612836	21792.88672877325	20463.85396002831	16601.75219562504	38661.13096284119	28504.773996109412	22741.858160283184	35182.831656527924	33373.68677849466	42019.76698704441	2517.4189684646562	28468.15343555007	6636.619483388095	35663.84648059407	13443.503833846918	8952.736693124043	24948.609735561637	29316.33051500731	17743.278880157457
P562-PWY	189.95612658556306	328.0858446911507	250.90214358444325	631.4514640411626	507.7441628514559	2791.787952807399	776.9592656039788	468.47906101890527	79.7162015921131	670.0253331864743	486.3975898729452	67.67256851449406	65.20914862177108	75.57	145.02174015504545	383.8264608261749	206.18392025658372	376.49180843543127	101.31155271755792	75.23385688932532	654.7876143660665	120.92689529668402	1189.8078218523744	49.67615742031243	143.64435706415307	162.06292940001646	49.730000000000004	967.872040796734	446.00915197033555	282.92604511919103	23.315622158903032	1145.9032453330947	1722.6079426493775	659.9585747145147	903.4869310935635	40.14	6.944567577686262	277.1552769413171	922.1493118593497	1576.368898269815	192.2364263274806	169.6438294743347	1584.17	16.448337361043983	2350.218898945287	994.7637145874329	143.11064724521998	1184.0997354769152	33.087041759378714	271.51609110425085	247.70596302127487	24.162097373566663	3129.198246911553	141.5190301553206	46.04111958861266	350.45121545592446	523.7697070557978	307.2929318985611	703.0438537984613	512.2734612310527	607.422433906664	7.2317980357592555	10.758620689655173	43.44807822746037	608.5034972975493	21.411923622006448	4.113717990990373	44.335264494001436	132.65574033284474	1710.454335299423
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0903922683342815	0.0	5.779600832619077	0.0	0.0	0.0	5.895214677510875	0.0	0.0	0.0	0.0	0.0	0.0	7.316677343583174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.47440344791338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.45740640260445	0.0
PANTO-PWY	5752.8350596051005	14449.85203734996	19465.069999627605	16071.261183476247	7157.042414415711	22495.578454207905	21100.87058616961	23208.927546384006	7563.866422960418	25629.4715888016	13207.172322643011	6800.769600731593	3761.3540110282006	805.8280370074664	10587.816662999465	12849.17523104708	2512.5671098047355	5939.7939691496495	4243.96154188272	4469.91880277684	10655.245150421413	13930.779676035329	14629.157536700797	6952.93367746439	2738.918047851257	3702.665721405795	6747.554257365846	18057.919907161577	3342.0591079640412	16455.5953355562	3375.647369783872	17051.261221563604	10482.59507193493	7669.5130124043735	7356.050532780367	2846.3650106983696	3193.5072813069214	11357.672465139936	11423.947392987046	11745.382688443071	9578.958493704915	3547.996306212853	4128.119585526712	9612.65276801618	9774.20282455363	6996.361988882106	12079.035400158027	26199.767150511812	6444.481943398739	7873.075359622932	3154.8778956148517	6402.6119989866975	7257.985354995432	6422.236975957392	5550.883882521471	20967.154934672068	5912.452706723611	3838.416016573079	14465.016212425491	10212.481218137415	20869.79937149024	475.61100755349975	6935.032277161266	4434.1671723755335	42891.2930796431	5731.557937392749	3275.467053204273	13075.629081644724	13579.864551700204	6151.124560949308
PANTOSYN-PWY	8610.96728880843	20226.725929450273	21563.941693564553	20821.820566137325	10031.751153382049	28268.933870024473	27159.091281147645	28683.85866690294	11175.943206681673	32017.334016095538	17166.7027512368	9605.557467812694	4833.222968329253	1217.3097930740062	15401.7094395831	16188.728133996216	3672.4313197254205	8693.031213449945	6324.622393250745	6925.404496053232	14522.743106689371	19476.361044065994	20191.847947356335	9772.408696030596	3983.330159834997	5573.413115573992	10266.591692746315	25708.77773357397	4452.1890031530575	22838.251092342627	4999.504555372308	20671.629939160593	14285.723217965835	10991.687855264254	9846.664750448488	4243.364219602228	4506.997246819491	16950.408946060157	14396.77106821544	15749.33732223933	13593.480266152132	5153.5062848276775	5992.3039215644585	13425.297963841585	13259.34876310565	10851.957686150961	17475.29904273162	34648.04707802876	8577.421277872229	11236.665075969178	4610.666827647187	9245.853992212998	10005.284598539376	9144.601512714118	8568.610147799427	28203.10929425113	8202.401721846332	5631.89248240243	19877.83195759496	15019.007877342956	27942.586993145702	475.95557939051355	9999.279243249666	6000.99214986503	50265.30773069415	8477.951383444497	5190.439103831566	18195.347727935852	18672.102381863824	8802.287615662308
PENTOSE-P-PWY	18032.043018296794	30492.42699384424	35783.71456643016	29218.46470023855	47573.990558342055	39478.39338454691	42528.25786166902	39633.41627124439	23057.90856666004	42791.92969116011	22211.0947621851	30687.757499959534	6503.849572969158	3648.4673670707925	23444.444366622745	24775.199501727544	21140.381330735727	20303.346882277594	12286.017247626278	11757.2097104326	27556.318788021534	42975.80440750889	31305.12557548648	20367.165537890018	27351.773235533376	18971.407170248287	18622.064313302344	41639.20216475028	7766.195071718887	33435.90074835103	16679.407495739477	33234.39870002329	38593.55844747487	31949.395059627233	17296.709299860682	8422.241674257073	9782.214293209307	42937.968770414074	21226.0271538495	26070.90987796115	19552.517317834387	16746.119613539286	13043.158538092339	53815.34972093514	35366.25379573846	28342.66860111312	46191.604382717254	56091.179172072516	14309.212382013477	16434.515823136244	36128.48067220848	23557.263540940457	30701.30613865539	24065.47772270555	24773.54366412516	38605.390888423	29691.0162193475	27111.125273698202	40022.5938696185	34009.90883185671	46984.583871873	1936.8080083637071	36780.22074767538	10900.277942859884	60365.891583566285	13082.67569943715	11754.011906541984	32793.60331838849	34189.72918122858	17445.254286756055
PEPTIDOGLYCANSYN-PWY	32112.594665405122	50953.81760644565	41759.99334384689	38997.852338812285	52157.1715378827	47382.015232514124	51443.74975641703	47286.33207725133	38600.44477724042	53771.27227921929	31391.92145644279	41476.846949506966	8798.61636199815	13683.772983261508	46092.96393800038	29356.08956364374	34248.13036107055	40958.82122726376	24405.506821549996	41579.640718283445	34780.77386898454	103615.43056311355	46122.64720581165	30431.16707107994	38175.5387230712	36279.75176894578	44967.44125062155	69241.46338324065	9209.078625853737	74102.09412055931	35491.43140330677	36296.39706746766	43888.14771809862	43789.77523487481	21208.88090204709	24228.338297903258	13462.858600925238	62933.870962530294	24562.886344945335	32678.061692624284	35875.142217198576	29113.49868130499	19876.199566236286	61816.1723845384	40375.514424171095	58186.1892142887	60353.18174789877	70073.4091028738	18547.164794669792	35689.46704699231	51117.616173346156	40915.828812872314	33893.68758894937	31058.157206240532	43730.071293622765	59307.67575408939	35166.71269132994	39076.28164516808	49716.18986309894	52341.660510319736	61360.980285810656	6708.7885268813225	52522.56630000032	13214.699229581744	72409.54058834142	28614.139350751713	34261.49203353291	45047.90193877751	45093.488258831945	24378.78282426556
PHOSLIPSYN-PWY	33437.106720798685	52583.72033891973	45194.817000155526	40371.3718092562	52414.303340727914	49299.32143721968	52866.277696465244	48588.839828468685	40174.50800478595	55995.86071908849	32437.95190036969	42287.75966092214	9110.475872143592	14309.10032666966	47857.68758080996	30206.40113282122	35302.093987622415	42840.04065753174	25292.627202609965	43498.41569799534	35688.55984720889	108004.99843440497	47493.810879810844	31148.428395124403	39062.79789251847	37777.113674955086	46837.06687353133	71866.061541495	9526.958252025992	77917.98958283351	36816.31051915141	37509.45584263402	44664.94694587667	45153.900699461126	21956.293417911493	25196.273644040404	13863.115825054281	65045.5827432749	25370.415072815067	33864.04283115543	37176.960935670344	30128.865146598062	20736.423972857912	62292.68979020691	41030.68013775143	60641.88369885989	62031.52049838092	72113.49056544148	19141.352951479028	37223.913547511795	52228.460541298686	42465.93722258993	34624.90447590687	31878.013085668983	45448.86438820987	61707.19788311818	35604.040011306744	40319.249412767625	50804.33623085054	53987.39356810519	62538.19003696334	7044.768405231977	54063.959967040006	13458.21651717947	75259.49814308832	29721.455756122377	35841.74714041888	46679.92675592892	46609.26967968228	25264.547206236166
POLYAMINSYN3-PWY	154.03338247050792	645.0353790155368	779.9923334829871	563.0282510813767	65.81630849661626	938.1123443868677	750.8754988236251	618.6799599405238	282.17761258859167	1415.1548856430934	303.99282758285136	142.37332746409737	176.29912543230307	33.51757020973716	158.79107650813788	1129.065165935738	454.9378953877133	1187.4573110102808	120.28138955381108	152.378943041581	329.21785465412324	564.7748396631104	282.1157817184013	203.31010395708623	180.2428740572101	189.82761808412704	99.34834578021473	489.0135519377734	250.8788846245305	1130.6295269010532	159.26355170743844	651.7675410955122	218.04098555281738	172.35322626346147	371.2139917807215	58.02206656842348	86.48114486076649	264.846467096126	72.0453762682095	91.14561037400462	251.19608283162356	114.49361440639473	12.753168977090164	91.81698964299031	41.32546393631904	161.1135685526262	115.40330751291712	1061.8317672600656	131.7000833285552	47.020610619170775	18.79553531763593	37.639308247463646	57.08035504334481	223.46234690287054	42.69938685035734	1841.7725775909664	270.39822454507623	21.97412968145776	365.16678382699433	251.30032292050421	1477.3967727132465	23.983642090283784	26.875092821462978	118.5221136777489	1867.528937750696	33.719803208524866	24.363317988436613	1051.2893900773995	728.6212993112414	270.40105009157867
POLYAMSYN-PWY	467.9868755813555	6083.26814038023	8102.821176438665	2036.7229513362058	971.9172975303904	5616.4663320025775	3305.9578872832894	2985.832744756355	315.6896407525741	2356.6094708880396	1158.382952339997	187.07935135325863	344.68510071214087	142.4965892844105	458.43559113233226	1613.7286787093433	644.1577572947908	2468.315143801251	429.4488569905567	163.22680254704105	1803.0973222282248	1223.2092767123206	2244.818296461915	364.204037704496	271.920263464265	310.7607229919014	247.41944676138715	2049.5399687055547	1079.745404952829	2702.2760931754883	425.61517295067597	3693.5495865013386	3026.1578558390684	1297.12811869408	1705.3338810921528	150.6563204619955	288.0228508387717	822.064662917229	1826.3186384880119	2838.0954183963827	583.8695144635296	476.63339207450315	2329.5839188543328	212.94745951635772	3619.386383929543	1800.2717124133162	413.55074943250105	3184.9125944205452	593.5277110258935	1234.6291891254245	474.33331175712004	1010.0998553937047	3930.179385966253	817.3111836474977	272.79346565537094	3219.6123363587135	931.122699066714	615.8795745507579	1824.5321937377491	1113.229981726894	1786.9387505610066	236.86715220922335	203.50589944778616	240.29427225961106	3200.7224216865334	89.60673218456378	25.56797565627967	1115.3400780533914	1967.529010755419	2686.2000386642853
POLYISOPRENSYN-PWY	28765.304604466135	44084.57834324753	33413.17800088394	31827.521860491903	46235.8213994577	37414.703705089276	41623.40250434164	36268.57327059953	34488.76844988225	42230.75073532221	25636.919665837915	36959.3049807582	7061.54254771254	12769.905359284281	40658.18622659716	23236.01099143261	31406.436250853872	36550.75714129464	21847.165829457743	38202.52957741999	29870.94991924173	94861.73546143324	39508.77336615148	26651.78022771109	34764.06444566187	33307.7331873922	40700.67170811689	60035.033083152724	7410.424131013663	65900.61802700513	32576.808356554662	28984.45471250383	38783.916372696214	39459.525456886106	18114.34689195351	22180.565823571575	11806.495068643815	56078.88920540699	19719.85008958379	27917.935368057944	31150.789332343917	26466.163234891326	18239.714497779554	54616.14597912284	35843.345666928915	53405.231416087634	53304.515127335355	56871.77893722932	15474.104206575474	31696.85592292928	46627.56562100122	36911.007949340004	30760.80379906403	27334.602204881347	39733.80338918063	49592.20183700075	31251.372673419504	35761.4175051872	42625.222277787056	46536.546883198105	51265.11893648111	6263.62508906777	47527.592697504464	11001.710027993297	51824.7108059981	25479.787489535614	31599.71623551088	38722.22486553691	37915.15874585429	21802.757573791238
PPGPPMET-PWY	493.77520707589986	401.6262302413387	634.4183916977229	1397.747008747262	1237.5820493732367	4062.707520480654	1535.6526375009853	773.9193600717309	203.52361152530577	1057.2356854969512	1125.302106928255	161.99437371093893	172.21574399427112	179.15097129826566	392.4113841278119	825.662028991233	540.5676270362856	763.3358983508631	251.41467813583606	181.79717145967624	1312.7897086690411	821.0398749768723	2923.2838572186192	203.20749844863846	343.1760778544831	394.9045495621041	154.59237722996008	331.26468017303154	115.12006775393715	782.5970982925292	15.06978633878084	2004.175311654664	4119.5051478271	2004.7242295234587	2154.1882030671427	119.93890919364206	20.32898592549172	737.9597069969127	2210.6545361283656	3652.914902169828	360.4950700412851	56.93070301648924	3356.653415163023	99.13737707876304	5426.059360968004	2412.6424963735976	315.3797727047643	500.7937177043552	200.6911293795766	680.6443363826219	611.8596576544736	48.174688964830416	6880.186556141202	453.923599291146	177.69779690122064	865.634458717039	1337.5510654718607	775.6458276837208	1657.369342050728	1255.3073821886167	1555.1766548954513	16.37540085978723	15.246733160392504	47.94982270041885	971.7950725275149	62.879616264822985	8.347040020313004	145.76813075980908	251.84744767820717	3855.925535163572
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	8.451605590651637	205.21590768271443	268.9733135102273	273.6203751414121	48.44715850236784	553.4834135545337	368.8402181609622	175.63223504409052	36.72854855137118	551.3654786409453	91.47124474485365	112.85104797814523	99.2335572533805	24.46935144064748	102.78397271977386	583.1049544280861	219.13606425466034	302.65287556460396	59.934040035810966	268.69989827438826	673.7314598228196	951.668483280702	122.70824483021853	45.39530564606571	164.6746146995411	318.84251438747935	90.50608025971115	191.86174744916937	61.688501266370785	1026.9332870572068	46.29211520777992	1024.2852093059532	118.69340488525347	212.46398332134956	274.02359101342245	44.07195544313223	123.89827620765783	191.05167494197354	121.92728844363975	37.346180467102826	104.21778262505111	34.62345051253387	640.4995654270595	16.122666643423265	56.159802105946504	50.65782216978753	90.50137626832056	243.60374437290855	93.15694913790308	147.0248441767166	17.687162704011	25.062149788556432	10.67011253639671	205.19241317375506	65.05259933805583	566.7085698801288	162.11331940242871	50.812061398349066	220.42455137075387	81.30004878590154	275.7773032314454	0.0	22.940142283364658	54.58593493210513	874.2635832594246	42.06011067345135	5.776471113707889	152.81313637134096	204.5166886440504	44.42610690998378
PRPP-PWY	6178.862409658949	17779.092569684508	22958.599805730213	19496.213426594273	8067.518799065055	27449.15542939513	29350.588581579374	23071.25011204112	6817.1437294491825	19197.250361205166	13922.375127656867	11298.242284762497	3548.087235883183	2330.881666836713	12995.64936217433	21238.900243578788	7969.199688617677	12704.612590089155	8331.882104452323	7288.594794395673	16548.81026608663	37694.65379321898	23255.398541498802	16433.566888632948	8662.852845195242	6188.74939384987	11975.11246955655	28756.005402795232	6218.904806488946	25083.099541244563	10040.643717010682	25150.896665202177	20772.032802326416	15153.12270333137	9463.908943243216	7615.509801151417	5181.772299824068	13684.50713127507	12375.67069600425	13737.02780636654	11743.794124952385	10421.630773932166	6641.1259890331685	2646.12341393769	20557.01519241013	16043.532045106054	13228.385071607696	36533.627513030624	6759.902390997302	12444.432841493799	8589.498880915293	12306.00630239841	17399.816895524047	5478.143834618785	12157.188014102165	23173.428860286036	14122.432504295957	8611.704379313664	20756.97396841923	15916.097120682576	38743.30086333747	1005.1786622809032	17007.819515911942	7128.952790115554	39968.16592039546	8402.307798703454	5545.655815324675	8871.092057280515	20060.715214257012	10814.48002701692
PWY-1269	250.9371390372523	446.77514130204924	537.0774734834184	861.347295985004	612.1437202659931	2272.118212357016	912.5087000608536	545.7286443923698	213.74157092196523	595.092973003561	600.9888234346465	135.8611292402222	117.5079243899458	85.37283797984794	282.52857825000353	822.2336373102636	415.2276327741912	853.3148332487685	176.73129393076974	138.69707941254615	707.8368554438282	370.6381557238802	1510.1896267497164	121.49397375234355	186.84303337012813	203.72727272727272	117.7466992719806	363.3436487210117	124.70563353538306	768.7002608895344	54.18187396694664	1109.2549518577225	2069.313828348937	976.7137071094286	1091.379107398185	101.8129846415722	31.232745780719398	447.29005093663596	1098.089767187536	1867.7389658854954	264.10095507203454	62.97848970251715	1819.9332327130435	63.495968114117886	2699.130650192114	1231.401960570272	173.90869424547205	482.97660360389295	210.47574625001027	353.01756340010456	302.2914708885499	70.160716608449	3580.448786745249	240.85965040881348	110.61664861302745	1215.4409475461978	689.5054175868637	368.20305151259936	956.8331476966205	659.1288213596866	1300.0342749410665	12.65054161325505	28.1	98.5435196563635	904.5224436332613	30.730191842056247	29.800064587678083	1163.23899381726	411.2445766918083	2041.8591738991247
PWY-1361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.9990752282467	0.0	23.31038600253436	0.0	0.0	0.0	90.84225031397492	0.0	0.0	0.0	0.0	12.67105285700743	0.0	0.0	0.0	0.0	0.0	11.295061946966602	0.0	0.0	89.83366699336429	0.0	8.57575869014824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.545109255949296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.863095006554076	0.0	18.413521187861104	0.0	0.0	0.0	97.99461745048781	0.0	0.0	0.0	6.737428884356194	0.0
