"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLC13A3",23.8050430343523,-3.23688569513443,0.509206098797199,-6.35673002106674,2.06093742565174e-10,3.5631547152093e-06
"BATF3",508.466306858639,1.74244672099669,0.282825089002182,6.16086333480568,7.23494114061711e-10,4.16949657933764e-06
"LOC112533405",11.7687188864106,5.45834196728286,0.881673917764158,6.19088515301065,5.98272896422029e-10,4.16949657933764e-06
"KRT13",10.5398667338017,6.29888716309241,1.04554087467739,6.02452502398436,1.69606963092822e-09,7.33083696227948e-06
"PM20D2",269.640972514295,-1.22508050346365,0.207026833999829,-5.91749619986298,3.26879411231337e-09,1.13028362815572e-05
"APOA2",12.3377340589962,4.03938834132559,0.691018063270631,5.84556114525707,5.0486344245373e-09,1.45476400943042e-05
"ETNPPL",65.9763318847609,-3.25729547106867,0.561474146672133,-5.80132761298933,6.57919128732461e-09,1.56990120129069e-05
"IFI27L2",6845.96546976533,1.99416405742346,0.344730892829606,5.78469785824835,7.26427763914947e-09,1.56990120129069e-05
"MT3",88.5153263034849,-2.70066298013749,0.468499755471016,-5.7644917603475,8.19042791716442e-09,1.57338120288729e-05
"KRT24",26.2052014098761,4.44099279268063,0.77638426303649,5.72009635449283,1.06463660819883e-08,1.84065023191497e-05
"LOC107053666",9.9479321404599,-2.40272659597987,0.422117202485608,-5.69208405113931,1.25498044496941e-08,1.97248699209783e-05
"DHDH",1560.51472003015,1.83733989241155,0.330132226823999,5.56546663162056,2.61451812765446e-08,3.76686699241816e-05
"GBP",155.478601003538,2.32965820671987,0.42262904169669,5.51230033167433,3.54173882457832e-08,4.71024019524113e-05
"ASIC4",13.7480474078782,-2.64890816371409,0.483204675318268,-5.48195888619942,4.20642001235484e-08,5.19462825668592e-05
"DCAF17",108.802172249494,-0.741486408881548,0.136270449327348,-5.44128541838409,5.28974834355832e-08,6.09696394078532e-05
"ARHGAP36",257.970757744711,-1.49622660226891,0.275952302687598,-5.42204789630898,5.89200890127031e-08,6.3666838683789e-05
"TGM4",743.841560820296,3.47293563907671,0.641854368971469,5.41078445043829,6.27492645498101e-08,6.38160020471569e-05
"NTS",5757.98833506277,-2.00848688574975,0.375088042824471,-5.35470784572479,8.56947649814306e-08,8.23098217646641e-05
"CCK",524.072395219572,-1.78637949841528,0.33656299078658,-5.30771221826957,1.110097240904e-07,0.000101013006305206
"SERPING1",2169.6610202657,1.69929697000119,0.323776068191152,5.24837113346484,1.53449922490199e-07,0.000132649785496653
"MIDN",1153.46584672922,0.769320703604881,0.148267993102526,5.18871731859825,2.11747548087335e-07,0.00017432873137533
"LOC107049632",447.006894068504,1.26708821757374,0.246134998437908,5.14794005572265,2.63362620227112e-07,0.000206967106413934
"CD36",330.886158299988,-1.29060058110387,0.251289079946986,-5.1359198791135,2.80767264396617e-07,0.0002110515319197
"GVINP1",1140.39863063708,1.82543739930589,0.359260097600485,5.08110255354844,3.75250451867564e-07,0.000259508202493533
"LY6E",5088.3408005124,2.06923823799967,0.407179382566681,5.08188362818396,3.73710348939871e-07,0.000259508202493533
"PSMD11",1716.23118774093,0.466739329065156,0.0923966085702784,5.05147684841859,4.38407081238546e-07,0.000291523847212816
"LOC420368",1889.99919617862,1.55029999726676,0.307692028474693,5.03847956332178,4.69244512585134e-07,0.00029969197686075
"NEURL1B",3011.40046887107,1.55541613361396,0.309104225929322,5.03201186893385,4.85359208288564e-07,0.00029969197686075
"PTAFR",71.4826286370952,0.790347534090162,0.157815814674035,5.00803760207812,5.49877937698239e-07,0.000327822057409133
"NRBP2",169.478329478222,-1.75459180114658,0.351189102677313,-4.9961453466817,5.84875855610369e-07,0.000337063955588255
"GBP4L",2362.81179661417,1.36475679274593,0.27362620728735,4.98766841917565,6.11123381113478e-07,0.000340829423744223
"IRF8",5669.69876804211,0.790814972694165,0.158884748011211,4.97728688620487,6.44817151500165e-07,0.000348382616633949
"TNFRSF6B",378.936789326936,1.24780994858044,0.252135696985056,4.94896186260526,7.4610363130448e-07,0.000390890475200702
"RNF19B",1174.58184889218,1.08968021560421,0.220752766196377,4.93620186228991,7.96586584194944e-07,0.000405064278063129
"ABCC13",244.634427565275,-1.02571600736273,0.209872331586129,-4.88733316874497,1.02211043194709e-06,0.000504893350226662
"EHBP1L1",1861.6311105231,0.926093812039544,0.192237574472851,4.81744432418612,1.45408646156837e-06,0.000698325023168212
"SPP1",24.6030798736662,3.6981308627449,0.774182863836611,4.77681828866388,1.78090567597192e-06,0.000832164276537256
"CWH43",67.5911778911455,-1.33432304524458,0.280974582376093,-4.74891014682084,2.04515775725702e-06,0.000930492959610963
"LOC101750386",6.34637184356471,-3.82285578833684,0.80711376082538,-4.73645224983832,2.17491955322772e-06,0.000964158568096258
"HSD3B7",86.883363910631,-2.5219208318011,0.534028038839254,-4.72245022430408,2.3302013095041e-06,0.00100717126100041
"ULK2",512.397846401523,-1.03556264386081,0.21955899577136,-4.71655757133813,2.39868514766532e-06,0.00101148457360941
"GIMAP6",2260.73281202381,0.952526079191539,0.202316733971265,4.70809339640103,2.50044537326172e-06,0.00102929047757909
"BLZF1",180.509582487295,-0.560648143311247,0.120010813321017,-4.6716468941142,2.98794298049624e-06,0.00120136153929766
